text,label
This channel is so Underrated!!! This guy is explaining in the simplest way!!!,neutral
"what do you mean by the variance in 6.38? can you pls explain more? can you also explain the point in 6.41?
thanks",positive
beautifully explained,positive
The visualization made it easy to understand! Loved it.,positive
"Normalized Nerd, so is it one nerd or a fraction of a nerd between 0 and 1?",neutral
amazing video. everyone who wants to learn about RF algo should watch this.,positive
Really really helpful. Thank you,positive
hey how do you decide dept of each tree in random forest?,neutral
"At 6:39, you are saying that the the trees will act similarly which will increase the variance. Why would that increase the variance if they're behaving the same?",neutral
"Hi, I really appreciate your way in the explanation, I would like to learn machine learning from the scratch, please can you give me a roadmap?",positive
This is very helpful!,positive
"Awesome, thank you!",positive
Nicely explained.,positive
Very helpful video! I have no idea of Machine Learning algorithms but am required to write a term paper on it and your videos help a lot!,positive
"Huh, interesting. I thought it was something more complex than that but it's literally a random forest of (decision) trees.",neutral
"good video, keep it up!",neutral
I was thinking it's. gonna end up with a combined decision tree. that summarises everything.  thanks for the beautiful clear explanation.,positive
What do u mean by - there will be some tress which have less important features whch will give bad predcitions but there will some tress which give bad predcitions in opposite direction. what do u mean by tress giving bad precitions in opposite diections?,neutral
"I was struggling with this concept, but your video was so informative and clearly explained the idea behind it. Instantly subscribed to your channel. Thank you for sharing your great work.",positive
"Great video, thank you!",positive
So great! 😀may you tell me which video editor program you are using? 😅,positive
Loved the content!,positive
You do a great job bro! Very understandable.,positive
Well done!  I've been reading/watching tutorials on this subject ad nauseam for the past week and yours was the first to clearly explain it. Will definitely be watching more of your videos.,positive
Superb explanation 😊,positive
"I am sending you much appreciation, talented stranger! You earned my like and subscription. I am currently getting into programming / GIS and I am very happy to have stumbled across your channel!",positive
Man ! This is amazing 🔥 and the video length is also short ❤️✨,positive
Unclear and way too much interruptions due to advertisements ... Always disturbing to learning process,negative
You are amazing!,positive
"This is amazing content, thank you !",positive
"Can you please explain how you got those 0's and 1's at the leaf nodes after u took some condition for the root nodes...???
I saw the decision tree video, still could not figure out...
I am new to this, so a clear explanation  would be appreciated...",positive
Well I tried. Can't stand the accent.,positive
"Great lecture, thank you!",positive
itna bharosa nhi aa rha random forest pe,neutral
best best best explanation !! And the visuals take the explanations to another level !,neutral
"In case of classification problem, while aggregating if num of output=0 and output=1 is same, what is the aggregated output?",neutral
"Thanks for helping out, very clear!",positive
"hi, could you get the link for your previous video for decision tree as well? It would be easier if you just have that link below the video.",positive
Beautiful use of the 3blue1brown python package! <3 Subscribed!,neutral
"Thanks so much! This is so helpful! I’m considering employing RF for diagnosis classification in neuro-imaging, and this video made me understand that RF may be the right fit for my task!",positive
"Subscribed you before video started , unsubscribed before it finish, thanks",positive
"I don't get why in the first decision tree, por example, you use x1 <= 4.9 and x0 <=4.3. Why did you choose those values from all of the new decision tree's other rows?",neutral
"This is amazing... I spent a lot of time searching for the right channel to understand machine learning, still there were complexities understanding, but this is simple and well explained... Thanks and keep posting videos!!",positive
